#Final temperature stored in grid format, MPI style
#Columns represent the rows in the actual grid and vice-versa.  This is so that each separate rank's file can easily be appended to the others to produce a full file.
5.130382e-01     4.837024e-01     4.664742e-01     4.553154e-01     4.478772e-01     4.430133e-01     4.400446e-01     4.385134e-01     4.380879e-01     4.385169e-01     4.396056e-01     4.412005e-01     4.431799e-01     4.454464e-01     4.479223e-01     4.505453e-01     4.532662e-01     4.560462e-01     4.588551e-01     4.616700e-01     4.644738e-01     4.672546e-01     4.700046e-01     4.727195e-01     4.753979e-01     4.780407e-01     4.806508e-01     4.832328e-01     4.857924e-01     4.883365e-01     4.908725e-01     4.934085e-01     4.959526e-01     4.985135e-01     5.010991e-01     5.037175e-01     5.063759e-01     5.090810e-01     5.118382e-01     5.146517e-01     5.175240e-01     5.204556e-01     5.234447e-01     5.264862e-01     5.295718e-01     5.326890e-01     5.358199e-01     5.389409e-01     5.420211e-01     5.450208e-01     5.478897e-01     5.505649e-01     5.529675e-01     5.549994e-01     5.565375e-01     5.574275e-01     5.574735e-01     5.564233e-01     5.539436e-01     5.495760e-01     5.426399e-01     5.319881e-01     5.152705e-01     4.864477e-01     
5.775516e-01     5.453930e-01     5.222959e-01     5.053623e-01     4.927274e-01     4.832345e-01     4.761295e-01     4.708878e-01     4.671246e-01     4.645461e-01     4.629223e-01     4.620697e-01     4.618396e-01     4.621114e-01     4.627859e-01     4.637819e-01     4.650328e-01     4.664838e-01     4.680904e-01     4.698163e-01     4.716323e-01     4.735152e-01     4.754468e-01     4.774130e-01     4.794035e-01     4.814107e-01     4.834297e-01     4.854574e-01     4.874924e-01     4.895347e-01     4.915850e-01     4.936449e-01     4.957162e-01     4.978010e-01     4.999009e-01     5.020175e-01     5.041513e-01     5.063021e-01     5.084681e-01     5.106461e-01     5.128305e-01     5.150135e-01     5.171840e-01     5.193277e-01     5.214255e-01     5.234537e-01     5.253823e-01     5.271744e-01     5.287845e-01     5.301572e-01     5.312248e-01     5.319052e-01     5.320984e-01     5.316826e-01     5.305083e-01     5.283909e-01     5.250991e-01     5.203383e-01     5.137224e-01     5.047258e-01     4.925930e-01     4.761665e-01     4.535799e-01     4.219342e-01     
6.302858e-01     5.980231e-01     5.719558e-01     5.511131e-01     5.344383e-01     5.210714e-01     5.103553e-01     5.017885e-01     4.949816e-01     4.896263e-01     4.854743e-01     4.823229e-01     4.800049e-01     4.783813e-01     4.773362e-01     4.767723e-01     4.766082e-01     4.767754e-01     4.772163e-01     4.778827e-01     4.787345e-01     4.797380e-01     4.808654e-01     4.820936e-01     4.834039e-01     4.847809e-01     4.862118e-01     4.876867e-01     4.891974e-01     4.907371e-01     4.923003e-01     4.938823e-01     4.954788e-01     4.970856e-01     4.986985e-01     5.003125e-01     5.019220e-01     5.035200e-01     5.050980e-01     5.066456e-01     5.081498e-01     5.095949e-01     5.109612e-01     5.122255e-01     5.133591e-01     5.143278e-01     5.150908e-01     5.155990e-01     5.157941e-01     5.156069e-01     5.149549e-01     5.137399e-01     5.118451e-01     5.091306e-01     5.054281e-01     5.005338e-01     4.941984e-01     4.861125e-01     4.758856e-01     4.630149e-01     4.468423e-01     4.265066e-01     4.009498e-01     3.692000e-01     
6.771242e-01     6.444592e-01     6.163928e-01     5.926983e-01     5.728443e-01     5.562611e-01     5.424360e-01     5.309340e-01     5.213923e-01     5.135091e-01     5.070321e-01     5.017496e-01     4.974830e-01     4.940805e-01     4.914134e-01     4.893717e-01     4.878616e-01     4.868027e-01     4.861265e-01     4.857741e-01     4.856955e-01     4.858478e-01     4.861942e-01     4.867037e-01     4.873494e-01     4.881087e-01     4.889620e-01     4.898925e-01     4.908856e-01     4.919283e-01     4.930092e-01     4.941176e-01     4.952435e-01     4.963767e-01     4.975072e-01     4.986243e-01     4.997162e-01     5.007698e-01     5.017701e-01     5.027001e-01     5.035398e-01     5.042660e-01     5.048515e-01     5.052644e-01     5.054677e-01     5.054176e-01     5.050635e-01     5.043456e-01     5.031947e-01     5.015296e-01     4.992556e-01     4.962618e-01     4.924184e-01     4.875728e-01     4.815454e-01     4.741231e-01     4.650530e-01     4.540319e-01     4.406959e-01     4.246089e-01     4.052571e-01     3.820696e-01     3.545137e-01     3.223617e-01     
7.199747e-01     6.862978e-01     6.564597e-01     6.304455e-01     6.079825e-01     5.886961e-01     5.721977e-01     5.581238e-01     5.461498e-01     5.359913e-01     5.274016e-01     5.201674e-01     5.141041e-01     5.090522e-01     5.048735e-01     5.014482e-01     4.986727e-01     4.964569e-01     4.947226e-01     4.934020e-01     4.924363e-01     4.917741e-01     4.913712e-01     4.911888e-01     4.911930e-01     4.913544e-01     4.916471e-01     4.920479e-01     4.925363e-01     4.930938e-01     4.937031e-01     4.943480e-01     4.950131e-01     4.956829e-01     4.963418e-01     4.969736e-01     4.975608e-01     4.980847e-01     4.985244e-01     4.988565e-01     4.990547e-01     4.990890e-01     4.989251e-01     4.985237e-01     4.978398e-01     4.968215e-01     4.954093e-01     4.935345e-01     4.911182e-01     4.880696e-01     4.842840e-01     4.796407e-01     4.740007e-01     4.672033e-01     4.590631e-01     4.493657e-01     4.378631e-01     4.242702e-01     4.082609e-01     3.894707e-01     3.675098e-01     3.420027e-01     3.126751e-01     2.795111e-01     
7.594262e-01     7.242990e-01     6.927042e-01     6.646440e-01     6.399471e-01     6.183467e-01     5.995389e-01     5.832185e-01     5.690970e-01     5.569104e-01     5.464220e-01     5.374210e-01     5.297212e-01     5.231584e-01     5.175882e-01     5.128837e-01     5.089333e-01     5.056390e-01     5.029149e-01     5.006853e-01     4.988839e-01     4.974522e-01     4.963389e-01     4.954985e-01     4.948910e-01     4.944808e-01     4.942359e-01     4.941277e-01     4.941303e-01     4.942197e-01     4.943736e-01     4.945707e-01     4.947904e-01     4.950123e-01     4.952159e-01     4.953796e-01     4.954810e-01     4.954959e-01     4.953981e-01     4.951585e-01     4.947450e-01     4.941213e-01     4.932470e-01     4.920761e-01     4.905565e-01     4.886292e-01     4.862271e-01     4.832739e-01     4.796827e-01     4.753548e-01     4.701777e-01     4.640236e-01     4.567470e-01     4.481829e-01     4.381440e-01     4.264185e-01     4.127684e-01     3.969289e-01     3.786103e-01     3.575061e-01     3.333114e-01     3.057581e-01     2.746739e-01     2.400597e-01     
7.955818e-01     7.587689e-01     7.254161e-01     6.954816e-01     6.688182e-01     6.452082e-01     6.243970e-01     6.061191e-01     5.901144e-01     5.761373e-01     5.639613e-01     5.533803e-01     5.442086e-01     5.362799e-01     5.294456e-01     5.235738e-01     5.185468e-01     5.142605e-01     5.106225e-01     5.075507e-01     5.049723e-01     5.028228e-01     5.010447e-01     4.995869e-01     4.984035e-01     4.974535e-01     4.966999e-01     4.961090e-01     4.956498e-01     4.952936e-01     4.950133e-01     4.947832e-01     4.945779e-01     4.943726e-01     4.941420e-01     4.938601e-01     4.934997e-01     4.930319e-01     4.924254e-01     4.916461e-01     4.906566e-01     4.894155e-01     4.878764e-01     4.859876e-01     4.836911e-01     4.809216e-01     4.776056e-01     4.736604e-01     4.689927e-01     4.634974e-01     4.570563e-01     4.495362e-01     4.407878e-01     4.306437e-01     4.189171e-01     4.054011e-01     3.898679e-01     3.720709e-01     3.517488e-01     3.286350e-01     3.024738e-01     2.730462e-01     2.402040e-01     2.039040e-01     
8.283535e-01     7.897798e-01     7.547116e-01     7.230504e-01     6.946390e-01     6.692744e-01     6.467258e-01     6.267511e-01     6.091093e-01     5.935688e-01     5.799118e-01     5.679370e-01     5.574603e-01     5.483146e-01     5.403489e-01     5.334276e-01     5.274287e-01     5.222433e-01     5.177738e-01     5.139328e-01     5.106425e-01     5.078329e-01     5.054415e-01     5.034121e-01     5.016941e-01     5.002417e-01     4.990133e-01     4.979706e-01     4.970784e-01     4.963038e-01     4.956153e-01     4.949832e-01     4.943779e-01     4.937706e-01     4.931318e-01     4.924315e-01     4.916381e-01     4.907185e-01     4.896372e-01     4.883555e-01     4.868314e-01     4.850187e-01     4.828663e-01     4.803175e-01     4.773090e-01     4.737703e-01     4.696228e-01     4.647785e-01     4.591389e-01     4.525941e-01     4.450215e-01     4.362844e-01     4.262310e-01     4.146931e-01     4.014856e-01     3.864061e-01     3.692359e-01     3.497421e-01     3.276826e-01     3.028142e-01     2.749050e-01     2.437508e-01     2.091931e-01     1.711324e-01     
8.575772e-01     8.172865e-01     7.806018e-01     7.473717e-01     7.174160e-01     6.905282e-01     6.664848e-01     6.450548e-01     6.260084e-01     6.091226e-01     5.941865e-01     5.810025e-01     5.693884e-01     5.591771e-01     5.502161e-01     5.423675e-01     5.355063e-01     5.295197e-01     5.243063e-01     5.197746e-01     5.158424e-01     5.124356e-01     5.094874e-01     5.069373e-01     5.047307e-01     5.028178e-01     5.011528e-01     4.996939e-01     4.984019e-01     4.972401e-01     4.961735e-01     4.951686e-01     4.941925e-01     4.932124e-01     4.921955e-01     4.911080e-01     4.899148e-01     4.885790e-01     4.870611e-01     4.853188e-01     4.833062e-01     4.809728e-01     4.782636e-01     4.751175e-01     4.714672e-01     4.672378e-01     4.623464e-01     4.567009e-01     4.501989e-01     4.427269e-01     4.341591e-01     4.243564e-01     4.131655e-01     4.004185e-01     3.859318e-01     3.695071e-01     3.509321e-01     3.299830e-01     3.064288e-01     2.800373e-01     2.505837e-01     2.178606e-01     1.816864e-01     1.419086e-01     
8.830657e-01     8.411885e-01     8.030390e-01     7.684211e-01     7.371279e-01     7.089411e-01     6.836345e-01     6.609798e-01     6.407518e-01     6.227326e-01     6.067152e-01     5.925049e-01     5.799211e-01     5.687969e-01     5.589793e-01     5.503288e-01     5.427183e-01     5.360325e-01     5.301670e-01     5.250272e-01     5.205276e-01     5.165907e-01     5.131462e-01     5.101305e-01     5.074853e-01     5.051576e-01     5.030984e-01     5.012624e-01     4.996074e-01     4.980934e-01     4.966824e-01     4.953377e-01     4.940234e-01     4.927035e-01     4.913422e-01     4.899025e-01     4.883463e-01     4.866334e-01     4.847212e-01     4.825642e-01     4.801130e-01     4.773140e-01     4.741086e-01     4.704324e-01     4.662146e-01     4.613771e-01     4.558337e-01     4.494889e-01     4.422377e-01     4.339638e-01     4.245393e-01     4.138237e-01     4.016631e-01     3.878897e-01     3.723218e-01     3.547636e-01     3.350071e-01     3.128333e-01     2.880159e-01     2.603253e-01     2.295343e-01     1.954233e-01     1.577844e-01     1.164201e-01     
