#Final temperature stored in grid format
#Each column in this file corresponds to column of actual grid, as does each row
3.804100e-02     4.088790e-02     4.656414e-02     5.503473e-02     6.624744e-02     8.013314e-02     9.660623e-02     1.155651e-01     1.368930e-01     1.604583e-01     1.861157e-01     2.137071e-01     2.430624e-01     2.740005e-01     3.063307e-01     3.398538e-01     3.743630e-01     4.096455e-01     4.454839e-01     4.816571e-01     5.179422e-01     5.541154e-01     5.899538e-01     6.252363e-01     6.597455e-01     6.932686e-01     7.255988e-01     7.565370e-01     7.858922e-01     8.134836e-01     8.391411e-01     8.627063e-01     8.840342e-01     9.029931e-01     9.194662e-01     9.333519e-01     9.445646e-01     9.530352e-01     9.587114e-01     9.615583e-01     9.615583e-01     9.587114e-01     9.530352e-01     9.445646e-01     9.333519e-01     9.194662e-01     9.029931e-01     8.840342e-01     8.627063e-01     8.391411e-01     8.134836e-01     7.858922e-01     7.565370e-01     7.255988e-01     6.932686e-01     6.597455e-01     6.252363e-01     5.899538e-01     5.541154e-01     5.179422e-01     4.816571e-01     4.454839e-01     4.096455e-01     3.743630e-01     3.398538e-01     3.063307e-01     2.740005e-01     2.430624e-01     2.137071e-01     1.861157e-01     1.604583e-01     1.368930e-01     1.155651e-01     9.660623e-02     8.013314e-02     6.624744e-02     5.503473e-02     4.656414e-02     4.088790e-02     3.804100e-02     
7.284993e-02     7.548098e-02     8.072687e-02     8.855525e-02     9.891785e-02     1.117508e-01     1.269749e-01     1.444965e-01     1.642073e-01     1.859859e-01     2.096981e-01     2.351976e-01     2.623273e-01     2.909198e-01     3.207989e-01     3.517803e-01     3.836731e-01     4.162807e-01     4.494019e-01     4.828326e-01     5.163667e-01     5.497974e-01     5.829186e-01     6.155261e-01     6.474189e-01     6.784004e-01     7.082795e-01     7.368720e-01     7.640016e-01     7.895011e-01     8.132133e-01     8.349920e-01     8.547028e-01     8.722243e-01     8.874485e-01     9.002814e-01     9.106440e-01     9.184724e-01     9.237183e-01     9.263493e-01     9.263493e-01     9.237183e-01     9.184724e-01     9.106440e-01     9.002814e-01     8.874485e-01     8.722243e-01     8.547028e-01     8.349920e-01     8.132133e-01     7.895011e-01     7.640016e-01     7.368720e-01     7.082795e-01     6.784004e-01     6.474189e-01     6.155261e-01     5.829186e-01     5.497974e-01     5.163667e-01     4.828326e-01     4.494019e-01     4.162807e-01     3.836731e-01     3.517803e-01     3.207989e-01     2.909198e-01     2.623273e-01     2.351976e-01     2.096981e-01     1.859859e-01     1.642073e-01     1.444965e-01     1.269749e-01     1.117508e-01     9.891785e-02     8.855525e-02     8.072687e-02     7.548098e-02     7.284993e-02     
1.050284e-01     1.074598e-01     1.123077e-01     1.195421e-01     1.291185e-01     1.409778e-01     1.550469e-01     1.712390e-01     1.894544e-01     2.095807e-01     2.314938e-01     2.550586e-01     2.801299e-01     3.065531e-01     3.341652e-01     3.627961e-01     3.922691e-01     4.224027e-01     4.530110e-01     4.839053e-01     5.148951e-01     5.457894e-01     5.763977e-01     6.065312e-01     6.360043e-01     6.646352e-01     6.922473e-01     7.186705e-01     7.437418e-01     7.673066e-01     7.892197e-01     8.093460e-01     8.275613e-01     8.437535e-01     8.578226e-01     8.696819e-01     8.792582e-01     8.864927e-01     8.913405e-01     8.937720e-01     8.937720e-01     8.913405e-01     8.864927e-01     8.792582e-01     8.696819e-01     8.578226e-01     8.437535e-01     8.275613e-01     8.093460e-01     7.892197e-01     7.673066e-01     7.437418e-01     7.186705e-01     6.922473e-01     6.646352e-01     6.360043e-01     6.065312e-01     5.763977e-01     5.457894e-01     5.148951e-01     4.839053e-01     4.530110e-01     4.224027e-01     3.922691e-01     3.627961e-01     3.341652e-01     3.065531e-01     2.801299e-01     2.550586e-01     2.314938e-01     2.095807e-01     1.894544e-01     1.712390e-01     1.550469e-01     1.409778e-01     1.291185e-01     1.195421e-01     1.123077e-01     1.074598e-01     1.050284e-01     
1.347763e-01     1.370232e-01     1.415029e-01     1.481880e-01     1.570372e-01     1.679960e-01     1.809967e-01     1.959593e-01     2.127915e-01     2.313895e-01     2.516386e-01     2.734141e-01     2.965816e-01     3.209983e-01     3.465137e-01     3.729705e-01     4.002056e-01     4.280510e-01     4.563350e-01     4.848834e-01     5.135200e-01     5.420683e-01     5.703524e-01     5.981978e-01     6.254328e-01     6.518896e-01     6.774050e-01     7.018217e-01     7.249892e-01     7.467647e-01     7.670138e-01     7.856118e-01     8.024440e-01     8.174066e-01     8.304074e-01     8.413661e-01     8.502153e-01     8.569004e-01     8.613802e-01     8.636270e-01     8.636270e-01     8.613802e-01     8.569004e-01     8.502153e-01     8.413661e-01     8.304074e-01     8.174066e-01     8.024440e-01     7.856118e-01     7.670138e-01     7.467647e-01     7.249892e-01     7.018217e-01     6.774050e-01     6.518896e-01     6.254328e-01     5.981978e-01     5.703524e-01     5.420683e-01     5.135200e-01     4.848834e-01     4.563350e-01     4.280510e-01     4.002056e-01     3.729705e-01     3.465137e-01     3.209983e-01     2.965816e-01     2.734141e-01     2.516386e-01     2.313895e-01     2.127915e-01     1.959593e-01     1.809967e-01     1.679960e-01     1.570372e-01     1.481880e-01     1.415029e-01     1.370232e-01     1.347763e-01     
1.622787e-01     1.643547e-01     1.684940e-01     1.746709e-01     1.828475e-01     1.929733e-01     2.049859e-01     2.188112e-01     2.343640e-01     2.515483e-01     2.702584e-01     2.903787e-01     3.117852e-01     3.343461e-01     3.579221e-01     3.823679e-01     4.075328e-01     4.332617e-01     4.593959e-01     4.857743e-01     5.122343e-01     5.386127e-01     5.647469e-01     5.904758e-01     6.156407e-01     6.400866e-01     6.636626e-01     6.862234e-01     7.076300e-01     7.277503e-01     7.464603e-01     7.636447e-01     7.791975e-01     7.930228e-01     8.050354e-01     8.151611e-01     8.233377e-01     8.295147e-01     8.336539e-01     8.357300e-01     8.357300e-01     8.336539e-01     8.295147e-01     8.233377e-01     8.151611e-01     8.050354e-01     7.930228e-01     7.791975e-01     7.636447e-01     7.464603e-01     7.277503e-01     7.076300e-01     6.862234e-01     6.636626e-01     6.400866e-01     6.156407e-01     5.904758e-01     5.647469e-01     5.386127e-01     5.122343e-01     4.857743e-01     4.593959e-01     4.332617e-01     4.075328e-01     3.823679e-01     3.579221e-01     3.343461e-01     3.117852e-01     2.903787e-01     2.702584e-01     2.515483e-01     2.343640e-01     2.188112e-01     2.049859e-01     1.929733e-01     1.828475e-01     1.746709e-01     1.684940e-01     1.643547e-01     1.622787e-01     
1.877065e-01     1.896246e-01     1.934488e-01     1.991557e-01     2.067101e-01     2.160654e-01     2.271638e-01     2.399371e-01     2.543063e-01     2.701830e-01     2.874693e-01     3.060585e-01     3.258361e-01     3.466802e-01     3.684621e-01     3.910477e-01     4.142977e-01     4.380687e-01     4.622142e-01     4.865853e-01     5.110317e-01     5.354028e-01     5.595483e-01     5.833193e-01     6.065693e-01     6.291549e-01     6.509368e-01     6.717809e-01     6.915585e-01     7.101477e-01     7.274340e-01     7.433107e-01     7.576799e-01     7.704532e-01     7.815516e-01     7.909069e-01     7.984613e-01     8.041682e-01     8.079924e-01     8.099105e-01     8.099105e-01     8.079924e-01     8.041682e-01     7.984613e-01     7.909069e-01     7.815516e-01     7.704532e-01     7.576799e-01     7.433107e-01     7.274340e-01     7.101477e-01     6.915585e-01     6.717809e-01     6.509368e-01     6.291549e-01     6.065693e-01     5.833193e-01     5.595483e-01     5.354028e-01     5.110317e-01     4.865853e-01     4.622142e-01     4.380687e-01     4.142977e-01     3.910477e-01     3.684621e-01     3.466802e-01     3.258361e-01     3.060585e-01     2.874693e-01     2.701830e-01     2.543063e-01     2.399371e-01     2.271638e-01     2.160654e-01     2.067101e-01     1.991557e-01     1.934488e-01     1.896246e-01     1.877065e-01     
2.112181e-01     2.129900e-01     2.165228e-01     2.217949e-01     2.287736e-01     2.374160e-01     2.476688e-01     2.594687e-01     2.727431e-01     2.874100e-01     3.033791e-01     3.205518e-01     3.388224e-01     3.580781e-01     3.782003e-01     3.990649e-01     4.205433e-01     4.425029e-01     4.648086e-01     4.873226e-01     5.099063e-01     5.324203e-01     5.547260e-01     5.766856e-01     5.981640e-01     6.190286e-01     6.391508e-01     6.584065e-01     6.766771e-01     6.938499e-01     7.098189e-01     7.244858e-01     7.377602e-01     7.495601e-01     7.598129e-01     7.684553e-01     7.754340e-01     7.807061e-01     7.842389e-01     7.860108e-01     7.860108e-01     7.842389e-01     7.807061e-01     7.754340e-01     7.684553e-01     7.598129e-01     7.495601e-01     7.377602e-01     7.244858e-01     7.098189e-01     6.938499e-01     6.766771e-01     6.584065e-01     6.391508e-01     6.190286e-01     5.981640e-01     5.766856e-01     5.547260e-01     5.324203e-01     5.099063e-01     4.873226e-01     4.648086e-01     4.425029e-01     4.205433e-01     3.990649e-01     3.782003e-01     3.580781e-01     3.388224e-01     3.205518e-01     3.033791e-01     2.874100e-01     2.727431e-01     2.594687e-01     2.476688e-01     2.374160e-01     2.287736e-01     2.217949e-01     2.165228e-01     2.129900e-01     2.112181e-01     
2.329598e-01     2.345965e-01     2.378597e-01     2.427294e-01     2.491755e-01     2.571584e-01     2.666287e-01     2.775280e-01     2.897893e-01     3.033369e-01     3.180872e-01     3.339494e-01     3.508255e-01     3.686117e-01     3.871982e-01     4.064704e-01     4.263096e-01     4.465933e-01     4.671966e-01     4.879924e-01     5.088526e-01     5.296484e-01     5.502517e-01     5.705354e-01     5.903746e-01     6.096468e-01     6.282333e-01     6.460195e-01     6.628956e-01     6.787578e-01     6.935081e-01     7.070557e-01     7.193170e-01     7.302163e-01     7.396866e-01     7.476694e-01     7.541156e-01     7.589853e-01     7.622485e-01     7.638852e-01     7.638852e-01     7.622485e-01     7.589853e-01     7.541156e-01     7.476694e-01     7.396866e-01     7.302163e-01     7.193170e-01     7.070557e-01     6.935081e-01     6.787578e-01     6.628956e-01     6.460195e-01     6.282333e-01     6.096468e-01     5.903746e-01     5.705354e-01     5.502517e-01     5.296484e-01     5.088526e-01     4.879924e-01     4.671966e-01     4.465933e-01     4.263096e-01     4.064704e-01     3.871982e-01     3.686117e-01     3.508255e-01     3.339494e-01     3.180872e-01     3.033369e-01     2.897893e-01     2.775280e-01     2.666287e-01     2.571584e-01     2.491755e-01     2.427294e-01     2.378597e-01     2.345965e-01     2.329598e-01     
2.530673e-01     2.545788e-01     2.575925e-01     2.620899e-01     2.680432e-01     2.754156e-01     2.841618e-01     2.942278e-01     3.055516e-01     3.180634e-01     3.316859e-01     3.463352e-01     3.619211e-01     3.783473e-01     3.955127e-01     4.133114e-01     4.316337e-01     4.503666e-01     4.693945e-01     4.886003e-01     5.078655e-01     5.270713e-01     5.460993e-01     5.648321e-01     5.831544e-01     6.009531e-01     6.181185e-01     6.345447e-01     6.501306e-01     6.647799e-01     6.784025e-01     6.909142e-01     7.022380e-01     7.123040e-01     7.210502e-01     7.284227e-01     7.343759e-01     7.388733e-01     7.418870e-01     7.433986e-01     7.433986e-01     7.418870e-01     7.388733e-01     7.343759e-01     7.284227e-01     7.210502e-01     7.123040e-01     7.022380e-01     6.909142e-01     6.784025e-01     6.647799e-01     6.501306e-01     6.345447e-01     6.181185e-01     6.009531e-01     5.831544e-01     5.648321e-01     5.460993e-01     5.270713e-01     5.078655e-01     4.886003e-01     4.693945e-01     4.503666e-01     4.316337e-01     4.133114e-01     3.955127e-01     3.783473e-01     3.619211e-01     3.463352e-01     3.316859e-01     3.180634e-01     3.055516e-01     2.942278e-01     2.841618e-01     2.754156e-01     2.680432e-01     2.620899e-01     2.575925e-01     2.545788e-01     2.530673e-01     
2.716659e-01     2.730616e-01     2.758444e-01     2.799971e-01     2.854942e-01     2.923018e-01     3.003778e-01     3.096726e-01     3.201287e-01     3.316817e-01     3.442604e-01     3.577873e-01     3.721789e-01     3.873465e-01     4.031966e-01     4.196315e-01     4.365498e-01     4.538473e-01     4.714173e-01     4.891515e-01     5.069405e-01     5.246746e-01     5.422446e-01     5.595421e-01     5.764605e-01     5.928954e-01     6.087455e-01     6.239131e-01     6.383047e-01     6.518315e-01     6.644103e-01     6.759633e-01     6.864194e-01     6.957141e-01     7.037902e-01     7.105977e-01     7.160948e-01     7.202476e-01     7.230304e-01     7.244261e-01     7.244261e-01     7.230304e-01     7.202476e-01     7.160948e-01     7.105977e-01     7.037902e-01     6.957141e-01     6.864194e-01     6.759633e-01     6.644103e-01     6.518315e-01     6.383047e-01     6.239131e-01     6.087455e-01     5.928954e-01     5.764605e-01     5.595421e-01     5.422446e-01     5.246746e-01     5.069405e-01     4.891515e-01     4.714173e-01     4.538473e-01     4.365498e-01     4.196315e-01     4.031966e-01     3.873465e-01     3.721789e-01     3.577873e-01     3.442604e-01     3.316817e-01     3.201287e-01     3.096726e-01     3.003778e-01     2.923018e-01     2.854942e-01     2.799971e-01     2.758444e-01     2.730616e-01     2.716659e-01     
