#Final temperature stored in grid format
#Each column in this file corresponds to column of actual grid, as does each row
1.377479e-01     1.731024e-01     2.403505e-01     3.329097e-01     4.417195e-01     5.561289e-01     6.649387e-01     7.574978e-01     8.247460e-01     8.601004e-01     8.601004e-01     8.247460e-01     7.574978e-01     6.649387e-01     5.561289e-01     4.417195e-01     3.329097e-01     2.403505e-01     1.731024e-01     1.377479e-01     
2.340096e-01     2.598383e-01     3.089675e-01     3.765880e-01     4.560806e-01     5.396641e-01     6.191568e-01     6.867772e-01     7.359064e-01     7.617351e-01     7.617351e-01     7.359064e-01     6.867772e-01     6.191568e-01     5.396641e-01     4.560806e-01     3.765880e-01     3.089675e-01     2.598383e-01     2.340096e-01     
3.044901e-01     3.233214e-01     3.591406e-01     4.084416e-01     4.663984e-01     5.273378e-01     5.852945e-01     6.345955e-01     6.704148e-01     6.892461e-01     6.892461e-01     6.704148e-01     6.345955e-01     5.852945e-01     5.273378e-01     4.663984e-01     4.084416e-01     3.591406e-01     3.233214e-01     3.044901e-01     
3.562092e-01     3.698864e-01     3.959020e-01     4.317094e-01     4.738036e-01     5.180640e-01     5.601581e-01     5.959655e-01     6.219811e-01     6.356583e-01     6.356583e-01     6.219811e-01     5.959655e-01     5.601581e-01     5.180640e-01     4.738036e-01     4.317094e-01     3.959020e-01     3.698864e-01     3.562092e-01     
3.943419e-01     4.042039e-01     4.229624e-01     4.487814e-01     4.791333e-01     5.110472e-01     5.413992e-01     5.672181e-01     5.859767e-01     5.958386e-01     5.958386e-01     5.859767e-01     5.672181e-01     5.413992e-01     5.110472e-01     4.791333e-01     4.487814e-01     4.229624e-01     4.042039e-01     3.943419e-01     
4.227224e-01     4.297345e-01     4.430722e-01     4.614299e-01     4.830108e-01     5.057022e-01     5.272830e-01     5.456408e-01     5.589785e-01     5.659905e-01     5.659905e-01     5.589785e-01     5.456408e-01     5.272830e-01     5.057022e-01     4.830108e-01     4.614299e-01     4.430722e-01     4.297345e-01     4.227224e-01     
4.442169e-01     4.490654e-01     4.582879e-01     4.709815e-01     4.859037e-01     5.015938e-01     5.165160e-01     5.292096e-01     5.384320e-01     5.432805e-01     5.432805e-01     5.384320e-01     5.292096e-01     5.165160e-01     5.015938e-01     4.859037e-01     4.709815e-01     4.582879e-01     4.490654e-01     4.442169e-01     
4.610026e-01     4.641622e-01     4.701721e-01     4.784440e-01     4.881683e-01     4.983930e-01     5.081172e-01     5.163892e-01     5.223991e-01     5.255587e-01     5.255587e-01     5.223991e-01     5.163892e-01     5.081172e-01     4.983930e-01     4.881683e-01     4.784440e-01     4.701721e-01     4.641622e-01     4.610026e-01     
4.747787e-01     4.765587e-01     4.799444e-01     4.846044e-01     4.900826e-01     4.958427e-01     5.013209e-01     5.059809e-01     5.093666e-01     5.111466e-01     5.111466e-01     5.093666e-01     5.059809e-01     5.013209e-01     4.958427e-01     4.900826e-01     4.846044e-01     4.799444e-01     4.765587e-01     4.747787e-01     
4.869320e-01     4.875066e-01     4.885995e-01     4.901038e-01     4.918722e-01     4.937315e-01     4.954999e-01     4.970041e-01     4.980971e-01     4.986716e-01     4.986716e-01     4.980971e-01     4.970041e-01     4.954999e-01     4.937315e-01     4.918722e-01     4.901038e-01     4.885995e-01     4.875066e-01     4.869320e-01     
