#Final temperature stored in grid format
#Each column in this file corresponds to column of actual grid, as does each row
3.062497e-02     3.247676e-02     3.617303e-02     4.169920e-02     4.903345e-02     5.814684e-02     6.900340e-02     8.156029e-02     9.576795e-02     1.115703e-01     1.289050e-01     1.477036e-01     1.678920e-01     1.893904e-01     2.121140e-01     2.359732e-01     2.608737e-01     2.867173e-01     3.134021e-01     3.408226e-01     3.688708e-01     3.974358e-01     4.264049e-01     4.556639e-01     4.850973e-01     5.145888e-01     5.440222e-01     5.732812e-01     6.022503e-01     6.308154e-01     6.588635e-01     6.862840e-01     7.129688e-01     7.388124e-01     7.637130e-01     7.875721e-01     8.102957e-01     8.317942e-01     8.519825e-01     8.707811e-01     8.881158e-01     9.039182e-01     9.181258e-01     9.306827e-01     9.415393e-01     9.506527e-01     9.579869e-01     9.635131e-01     9.672094e-01     9.690612e-01     9.690612e-01     9.672094e-01     9.635131e-01     9.579869e-01     9.506527e-01     9.415393e-01     9.306827e-01     9.181258e-01     9.039182e-01     8.881158e-01     8.707811e-01     8.519825e-01     8.317942e-01     8.102957e-01     7.875721e-01     7.637130e-01     7.388124e-01     7.129688e-01     6.862840e-01     6.588635e-01     6.308154e-01     6.022503e-01     5.732812e-01     5.440222e-01     5.145888e-01     4.850973e-01     4.556639e-01     4.264049e-01     3.974358e-01     3.688708e-01     3.408226e-01     3.134021e-01     2.867173e-01     2.608737e-01     2.359732e-01     2.121140e-01     1.893904e-01     1.678920e-01     1.477036e-01     1.289050e-01     1.115703e-01     9.576795e-02     8.156029e-02     6.900340e-02     5.814684e-02     4.903345e-02     4.169920e-02     3.617303e-02     3.247676e-02     3.062497e-02     
5.915159e-02     6.089018e-02     6.436050e-02     6.954884e-02     7.643475e-02     8.499103e-02     9.518393e-02     1.069732e-01     1.203124e-01     1.351487e-01     1.514237e-01     1.690732e-01     1.880274e-01     2.082116e-01     2.295462e-01     2.519468e-01     2.753252e-01     2.995890e-01     3.246425e-01     3.503868e-01     3.767203e-01     4.035392e-01     4.307374e-01     4.582078e-01     4.858419e-01     5.135306e-01     5.411647e-01     5.686351e-01     5.958334e-01     6.226522e-01     6.489858e-01     6.747301e-01     6.997836e-01     7.240474e-01     7.474257e-01     7.698264e-01     7.911609e-01     8.113451e-01     8.302994e-01     8.479488e-01     8.642238e-01     8.790602e-01     8.923993e-01     9.041886e-01     9.143815e-01     9.229378e-01     9.298237e-01     9.350121e-01     9.384824e-01     9.402210e-01     9.402210e-01     9.384824e-01     9.350121e-01     9.298237e-01     9.229378e-01     9.143815e-01     9.041886e-01     8.923993e-01     8.790602e-01     8.642238e-01     8.479488e-01     8.302994e-01     8.113451e-01     7.911609e-01     7.698264e-01     7.474257e-01     7.240474e-01     6.997836e-01     6.747301e-01     6.489858e-01     6.226522e-01     5.958334e-01     5.686351e-01     5.411647e-01     5.135306e-01     4.858419e-01     4.582078e-01     4.307374e-01     4.035392e-01     3.767203e-01     3.503868e-01     3.246425e-01     2.995890e-01     2.753252e-01     2.519468e-01     2.295462e-01     2.082116e-01     1.880274e-01     1.690732e-01     1.514237e-01     1.351487e-01     1.203124e-01     1.069732e-01     9.518393e-02     8.499103e-02     7.643475e-02     6.954884e-02     6.436050e-02     6.089018e-02     5.915159e-02     
8.593992e-02     8.757217e-02     9.083023e-02     9.570124e-02     1.021660e-01     1.101989e-01     1.197684e-01     1.308366e-01     1.433599e-01     1.572888e-01     1.725683e-01     1.891383e-01     2.069332e-01     2.258829e-01     2.459125e-01     2.669430e-01     2.888915e-01     3.116712e-01     3.351924e-01     3.593621e-01     3.840849e-01     4.092634e-01     4.347981e-01     4.605883e-01     4.865322e-01     5.125274e-01     5.384713e-01     5.642614e-01     5.897962e-01     6.149747e-01     6.396975e-01     6.638672e-01     6.873884e-01     7.101681e-01     7.321166e-01     7.531471e-01     7.731767e-01     7.921264e-01     8.099213e-01     8.264912e-01     8.417708e-01     8.556997e-01     8.682230e-01     8.792912e-01     8.888607e-01     8.968936e-01     9.033584e-01     9.082294e-01     9.114874e-01     9.131197e-01     9.131197e-01     9.114874e-01     9.082294e-01     9.033584e-01     8.968936e-01     8.888607e-01     8.792912e-01     8.682230e-01     8.556997e-01     8.417708e-01     8.264912e-01     8.099213e-01     7.921264e-01     7.731767e-01     7.531471e-01     7.321166e-01     7.101681e-01     6.873884e-01     6.638672e-01     6.396975e-01     6.149747e-01     5.897962e-01     5.642614e-01     5.384713e-01     5.125274e-01     4.865322e-01     4.605883e-01     4.347981e-01     4.092634e-01     3.840849e-01     3.593621e-01     3.351924e-01     3.116712e-01     2.888915e-01     2.669430e-01     2.459125e-01     2.258829e-01     2.069332e-01     1.891383e-01     1.725683e-01     1.572888e-01     1.433599e-01     1.308366e-01     1.197684e-01     1.101989e-01     1.021660e-01     9.570124e-02     9.083023e-02     8.757217e-02     8.593992e-02     
1.110965e-01     1.126288e-01     1.156875e-01     1.202604e-01     1.263294e-01     1.338708e-01     1.428545e-01     1.532454e-01     1.650022e-01     1.780786e-01     1.924230e-01     2.079789e-01     2.246847e-01     2.424746e-01     2.612784e-01     2.810218e-01     3.016270e-01     3.230125e-01     3.450941e-01     3.677846e-01     3.909944e-01     4.146319e-01     4.386038e-01     4.628156e-01     4.871717e-01     5.115759e-01     5.359319e-01     5.601437e-01     5.841157e-01     6.077532e-01     6.309630e-01     6.536534e-01     6.757350e-01     6.971206e-01     7.177257e-01     7.374692e-01     7.562729e-01     7.740628e-01     7.907687e-01     8.063245e-01     8.206689e-01     8.337454e-01     8.455022e-01     8.558930e-01     8.648768e-01     8.724181e-01     8.784872e-01     8.830601e-01     8.861187e-01     8.876511e-01     8.876511e-01     8.861187e-01     8.830601e-01     8.784872e-01     8.724181e-01     8.648768e-01     8.558930e-01     8.455022e-01     8.337454e-01     8.206689e-01     8.063245e-01     7.907687e-01     7.740628e-01     7.562729e-01     7.374692e-01     7.177257e-01     6.971206e-01     6.757350e-01     6.536534e-01     6.309630e-01     6.077532e-01     5.841157e-01     5.601437e-01     5.359319e-01     5.115759e-01     4.871717e-01     4.628156e-01     4.386038e-01     4.146319e-01     3.909944e-01     3.677846e-01     3.450941e-01     3.230125e-01     3.016270e-01     2.810218e-01     2.612784e-01     2.424746e-01     2.246847e-01     2.079789e-01     1.924230e-01     1.780786e-01     1.650022e-01     1.532454e-01     1.428545e-01     1.338708e-01     1.263294e-01     1.202604e-01     1.156875e-01     1.126288e-01     1.110965e-01     
1.347212e-01     1.361597e-01     1.390311e-01     1.433239e-01     1.490213e-01     1.561007e-01     1.645343e-01     1.742887e-01     1.853255e-01     1.976010e-01     2.110669e-01     2.256701e-01     2.413527e-01     2.580531e-01     2.757052e-01     2.942394e-01     3.135826e-01     3.336584e-01     3.543876e-01     3.756884e-01     3.974767e-01     4.196665e-01     4.421703e-01     4.648992e-01     4.877636e-01     5.106731e-01     5.335375e-01     5.562664e-01     5.787702e-01     6.009600e-01     6.227483e-01     6.440491e-01     6.647783e-01     6.848541e-01     7.041973e-01     7.227315e-01     7.403836e-01     7.570840e-01     7.727666e-01     7.873698e-01     8.008357e-01     8.131112e-01     8.241480e-01     8.339024e-01     8.423360e-01     8.494154e-01     8.551128e-01     8.594056e-01     8.622770e-01     8.637155e-01     8.637155e-01     8.622770e-01     8.594056e-01     8.551128e-01     8.494154e-01     8.423360e-01     8.339024e-01     8.241480e-01     8.131112e-01     8.008357e-01     7.873698e-01     7.727666e-01     7.570840e-01     7.403836e-01     7.227315e-01     7.041973e-01     6.848541e-01     6.647783e-01     6.440491e-01     6.227483e-01     6.009600e-01     5.787702e-01     5.562664e-01     5.335375e-01     5.106731e-01     4.877636e-01     4.648992e-01     4.421703e-01     4.196665e-01     3.974767e-01     3.756884e-01     3.543876e-01     3.336584e-01     3.135826e-01     2.942394e-01     2.757052e-01     2.580531e-01     2.413527e-01     2.256701e-01     2.110669e-01     1.976010e-01     1.853255e-01     1.742887e-01     1.645343e-01     1.561007e-01     1.490213e-01     1.433239e-01     1.390311e-01     1.361597e-01     1.347212e-01     
1.569083e-01     1.582586e-01     1.609539e-01     1.649836e-01     1.703318e-01     1.769773e-01     1.848940e-01     1.940505e-01     2.044108e-01     2.159339e-01     2.285744e-01     2.422824e-01     2.570038e-01     2.726806e-01     2.892507e-01     3.066489e-01     3.248064e-01     3.436517e-01     3.631103e-01     3.831055e-01     4.035582e-01     4.243879e-01     4.455124e-01     4.668481e-01     4.883110e-01     5.098164e-01     5.312792e-01     5.526150e-01     5.737394e-01     5.945691e-01     6.150219e-01     6.350171e-01     6.544757e-01     6.733209e-01     6.914785e-01     7.088767e-01     7.254468e-01     7.411235e-01     7.558449e-01     7.695530e-01     7.821935e-01     7.937166e-01     8.040769e-01     8.132334e-01     8.211501e-01     8.277956e-01     8.331437e-01     8.371734e-01     8.398688e-01     8.412191e-01     8.412191e-01     8.398688e-01     8.371734e-01     8.331437e-01     8.277956e-01     8.211501e-01     8.132334e-01     8.040769e-01     7.937166e-01     7.821935e-01     7.695530e-01     7.558449e-01     7.411235e-01     7.254468e-01     7.088767e-01     6.914785e-01     6.733209e-01     6.544757e-01     6.350171e-01     6.150219e-01     5.945691e-01     5.737394e-01     5.526150e-01     5.312792e-01     5.098164e-01     4.883110e-01     4.668481e-01     4.455124e-01     4.243879e-01     4.035582e-01     3.831055e-01     3.631103e-01     3.436517e-01     3.248064e-01     3.066489e-01     2.892507e-01     2.726806e-01     2.570038e-01     2.422824e-01     2.285744e-01     2.159339e-01     2.044108e-01     1.940505e-01     1.848940e-01     1.769773e-01     1.703318e-01     1.649836e-01     1.609539e-01     1.582586e-01     1.569083e-01     
1.777459e-01     1.790134e-01     1.815434e-01     1.853258e-01     1.903459e-01     1.965837e-01     2.040146e-01     2.126094e-01     2.223341e-01     2.331503e-01     2.450153e-01     2.578823e-01     2.717005e-01     2.864155e-01     3.019690e-01     3.182998e-01     3.353434e-01     3.530325e-01     3.712973e-01     3.900658e-01     4.092638e-01     4.288156e-01     4.486440e-01     4.686708e-01     4.888169e-01     5.090029e-01     5.291491e-01     5.491759e-01     5.690043e-01     5.885561e-01     6.077541e-01     6.265225e-01     6.447873e-01     6.624764e-01     6.795200e-01     6.958508e-01     7.114044e-01     7.261193e-01     7.399376e-01     7.528046e-01     7.646696e-01     7.754858e-01     7.852104e-01     7.938052e-01     8.012362e-01     8.074740e-01     8.124940e-01     8.162765e-01     8.188065e-01     8.200740e-01     8.200740e-01     8.188065e-01     8.162765e-01     8.124940e-01     8.074740e-01     8.012362e-01     7.938052e-01     7.852104e-01     7.754858e-01     7.646696e-01     7.528046e-01     7.399376e-01     7.261193e-01     7.114044e-01     6.958508e-01     6.795200e-01     6.624764e-01     6.447873e-01     6.265225e-01     6.077541e-01     5.885561e-01     5.690043e-01     5.491759e-01     5.291491e-01     5.090029e-01     4.888169e-01     4.686708e-01     4.486440e-01     4.288156e-01     4.092638e-01     3.900658e-01     3.712973e-01     3.530325e-01     3.353434e-01     3.182998e-01     3.019690e-01     2.864155e-01     2.717005e-01     2.578823e-01     2.450153e-01     2.331503e-01     2.223341e-01     2.126094e-01     2.040146e-01     1.965837e-01     1.903459e-01     1.853258e-01     1.815434e-01     1.790134e-01     1.777459e-01     
1.973171e-01     1.985067e-01     2.008813e-01     2.044315e-01     2.091432e-01     2.149980e-01     2.219726e-01     2.300395e-01     2.391669e-01     2.493189e-01     2.604552e-01     2.725320e-01     2.855016e-01     2.993129e-01     3.139112e-01     3.292391e-01     3.452360e-01     3.618387e-01     3.789818e-01     3.965976e-01     4.146166e-01     4.329676e-01     4.515783e-01     4.703752e-01     4.892841e-01     5.082304e-01     5.271392e-01     5.459361e-01     5.645468e-01     5.828979e-01     6.009168e-01     6.185326e-01     6.356757e-01     6.522785e-01     6.682754e-01     6.836032e-01     6.982016e-01     7.120128e-01     7.249824e-01     7.370592e-01     7.481956e-01     7.583475e-01     7.674750e-01     7.755419e-01     7.825165e-01     7.883712e-01     7.930829e-01     7.966331e-01     7.990077e-01     8.001974e-01     8.001974e-01     7.990077e-01     7.966331e-01     7.930829e-01     7.883712e-01     7.825165e-01     7.755419e-01     7.674750e-01     7.583475e-01     7.481956e-01     7.370592e-01     7.249824e-01     7.120128e-01     6.982016e-01     6.836032e-01     6.682754e-01     6.522785e-01     6.356757e-01     6.185326e-01     6.009168e-01     5.828979e-01     5.645468e-01     5.459361e-01     5.271392e-01     5.082304e-01     4.892841e-01     4.703752e-01     4.515783e-01     4.329676e-01     4.146166e-01     3.965976e-01     3.789818e-01     3.618387e-01     3.452360e-01     3.292391e-01     3.139112e-01     2.993129e-01     2.855016e-01     2.725320e-01     2.604552e-01     2.493189e-01     2.391669e-01     2.300395e-01     2.219726e-01     2.149980e-01     2.091432e-01     2.044315e-01     2.008813e-01     1.985067e-01     1.973171e-01     
2.156998e-01     2.168163e-01     2.190449e-01     2.223768e-01     2.267988e-01     2.322936e-01     2.388393e-01     2.464103e-01     2.549765e-01     2.645042e-01     2.749558e-01     2.862901e-01     2.984623e-01     3.114243e-01     3.251251e-01     3.395105e-01     3.545238e-01     3.701057e-01     3.861948e-01     4.027275e-01     4.196385e-01     4.368612e-01     4.543276e-01     4.719688e-01     4.897150e-01     5.074964e-01     5.252427e-01     5.428838e-01     5.603502e-01     5.775729e-01     5.944840e-01     6.110167e-01     6.271057e-01     6.426876e-01     6.577009e-01     6.720863e-01     6.857871e-01     6.987492e-01     7.109213e-01     7.222556e-01     7.327072e-01     7.422349e-01     7.508012e-01     7.583721e-01     7.649179e-01     7.704126e-01     7.748346e-01     7.781665e-01     7.803951e-01     7.815116e-01     7.815116e-01     7.803951e-01     7.781665e-01     7.748346e-01     7.704126e-01     7.649179e-01     7.583721e-01     7.508012e-01     7.422349e-01     7.327072e-01     7.222556e-01     7.109213e-01     6.987492e-01     6.857871e-01     6.720863e-01     6.577009e-01     6.426876e-01     6.271057e-01     6.110167e-01     5.944840e-01     5.775729e-01     5.603502e-01     5.428838e-01     5.252427e-01     5.074964e-01     4.897150e-01     4.719688e-01     4.543276e-01     4.368612e-01     4.196385e-01     4.027275e-01     3.861948e-01     3.701057e-01     3.545238e-01     3.395105e-01     3.251251e-01     3.114243e-01     2.984623e-01     2.862901e-01     2.749558e-01     2.645042e-01     2.549765e-01     2.464103e-01     2.388393e-01     2.322936e-01     2.267988e-01     2.223768e-01     2.190449e-01     2.168163e-01     2.156998e-01     
2.329674e-01     2.340152e-01     2.361066e-01     2.392333e-01     2.433831e-01     2.485395e-01     2.546823e-01     2.617871e-01     2.698259e-01     2.787671e-01     2.885752e-01     2.992116e-01     3.106344e-01     3.227984e-01     3.356557e-01     3.491554e-01     3.632444e-01     3.778670e-01     3.929654e-01     4.084803e-01     4.243502e-01     4.405125e-01     4.569036e-01     4.734586e-01     4.901123e-01     5.067989e-01     5.234525e-01     5.400076e-01     5.563986e-01     5.725610e-01     5.884309e-01     6.039457e-01     6.190442e-01     6.336668e-01     6.477557e-01     6.612555e-01     6.741127e-01     6.862767e-01     6.976995e-01     7.083359e-01     7.181441e-01     7.270852e-01     7.351240e-01     7.422288e-01     7.483716e-01     7.535280e-01     7.576778e-01     7.608046e-01     7.628960e-01     7.639437e-01     7.639437e-01     7.628960e-01     7.608046e-01     7.576778e-01     7.535280e-01     7.483716e-01     7.422288e-01     7.351240e-01     7.270852e-01     7.181441e-01     7.083359e-01     6.976995e-01     6.862767e-01     6.741127e-01     6.612555e-01     6.477557e-01     6.336668e-01     6.190442e-01     6.039457e-01     5.884309e-01     5.725610e-01     5.563986e-01     5.400076e-01     5.234525e-01     5.067989e-01     4.901123e-01     4.734586e-01     4.569036e-01     4.405125e-01     4.243502e-01     4.084803e-01     3.929654e-01     3.778670e-01     3.632444e-01     3.491554e-01     3.356557e-01     3.227984e-01     3.106344e-01     2.992116e-01     2.885752e-01     2.787671e-01     2.698259e-01     2.617871e-01     2.546823e-01     2.485395e-01     2.433831e-01     2.392333e-01     2.361066e-01     2.340152e-01     2.329674e-01     
